"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Lat","Lon","timestamp","day","hour"
"74",160814445,2016-08-14,2016-08-14,"02:00",8,"West LA",872,"121","RAPE, FORCIBLE","1218 1251 0327 0342 0527",33,"F","W",117,"BEACH",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"14800    PCH","",34.0279,-118.5188,2H 0M 0S,"Sun",2
"75",161221004,2016-08-14,2016-08-14,"23:50",12,"77th Street",1266,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1823 1310 1218 2004 0408 0305 0407 0432",31,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,NA,NA,NA,"79TH                         ST","GRAND                        AV",33.9679,-118.2803,23H 50M 0S,"Sun",23
"76",161500977,2016-08-14,2016-08-14,"02:00",15,"N Hollywood",1539,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1402 1414 1310 1302 1311 0416 0427",80,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,NA,NA,NA,"OXNARD","WHITSETT",34.1758,-118.3643,2H 0M 0S,"Sun",2
"77",161516453,2016-08-14,2016-08-14,"02:00",15,"N Hollywood",1539,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416 1414 1310 1302 1311 0427 0400 1402",58,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,NA,NA,NA,"OXNARD","CAHUENGA",34.1794,-118.3615,2H 0M 0S,"Sun",2
"78",161816057,2016-08-14,2016-08-14,"01:55",18,"Southeast",1801,"761","BRANDISH WEAPON","1501 1402 2000 1814 1206 2004 1218",59,"F","B",518,"",215,"MACHETE","AO","Adult Other",761,NA,NA,NA,"MANCHESTER                   AV","HOOVER                       AV",33.9601,-118.2881,1H 55M 0S,"Sun",1
"79",160121224,2016-08-15,2016-08-15,"11:40",1,"Central",166,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0400",48,"F","B",102,"SIDEWALK",513,"STUN GUN","IC","Invest Cont",230,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,11H 40M 0S,"Mon",11
"80",160121225,2016-08-15,2016-08-15,"10:10",1,"Central",166,"341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344 1218",48,"F","B",517,"",NA,"","IC","Invest Cont",341,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,10H 10M 0S,"Mon",10
"81",160121229,2016-08-15,2016-08-15,"09:10",1,"Central",157,"210","ROBBERY","1218 0416 0344",52,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"7TH","SAN PEDRO",34.0407,-118.2468,9H 10M 0S,"Mon",9
"82",160121252,2016-08-15,2016-08-15,"22:00",1,"Central",157,"624","BATTERY - SIMPLE ASSAULT","1416 1218 2004",66,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500 S  SAN PEDRO                    ST","",34.0442,-118.2439,22H 0M 0S,"Mon",22
"83",160215610,2016-08-15,2016-08-15,"11:40",2,"Rampart",275,"624","BATTERY - SIMPLE ASSAULT","0305 0448 0429 1218",48,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"OLYMPIC                      BL","BURLINGTON                   AV",34.0503,-118.2765,11H 40M 0S,"Mon",11
"84",160215639,2016-08-15,2016-08-15,"17:50",2,"Rampart",275,"745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1218 0913",36,"M","W",107,"VACANT LOT",NA,"","IC","Invest Cont",745,NA,NA,NA,"1600 W  11TH                         ST","",34.0506,-118.2769,17H 50M 0S,"Mon",17
"85",161916587,2016-08-15,2016-08-15,"09:30",19,"Mission",1982,"210","ROBBERY","0411 0445 0446 0342 1218 0416 0334 0355 0369 0906",30,"M","H",109,"PARK/PLAYGROUND",207,"OTHER KNIFE","IC","Invest Cont",210,NA,NA,NA,"KESTER","PARTHENIA",34.2301,-118.4633,9H 30M 0S,"Mon",9
"86",160121265,2016-08-16,2016-08-16,"05:30",1,"Central",135,"901","VIOLATION OF RESTRAINING ORDER","1501 1218 2004",53,"F","B",726,"POLICE FACILITY",NA,"","AO","Adult Other",901,NA,NA,NA,"100 E  3RD                          ST","",34.0496,-118.2458,5H 30M 0S,"Tues",5
"87",160121266,2016-08-16,2016-08-16,"04:20",1,"Central",145,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 2004 1206",56,"M","B",102,"SIDEWALK",221,"GLASS","AA","Adult Arrest",230,NA,NA,NA,"5TH","LOS ANGELES",34.0461,-118.2476,4H 20M 0S,"Tues",4
"88",160121275,2016-08-16,2016-08-16,"06:40",1,"Central",138,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1218 2004",58,"F","B",102,"SIDEWALK",NA,"","AO","Adult Other",626,NA,NA,NA,"4TH","SAN PEDRO",34.0458,-118.243,6H 40M 0S,"Tues",6
"89",160121281,2016-08-16,2016-08-16,"12:00",1,"Central",156,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",58,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","SAN PEDRO                    ST",34.0423,-118.2452,12H 0M 0S,"Tues",12
"90",160121291,2016-08-16,2016-08-16,"02:20",1,"Central",111,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",41,"M","B",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"900 N  ALAMEDA                      ST","",34.0615,-118.2412,2H 20M 0S,"Tues",2
"91",160121300,2016-08-16,2016-08-16,"14:00",1,"Central",157,"910","KIDNAPPING","1300 1218 0418 0443 0416 0319",27,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",910,NA,NA,NA,"5TH                          ST","BROADWAY",34.0416,-118.244,14H 0M 0S,"Tues",14
"92",160121303,2016-08-16,2016-08-16,"20:00",1,"Central",157,"220","ATTEMPTED ROBBERY","1260 0337 0416 1218",41,"F","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",220,NA,NA,NA,"6TH                          ST","SAN PEDRO                    ST",34.0417,-118.2443,20H 0M 0S,"Tues",20
"93",160121333,2016-08-16,2016-08-16,"21:00",1,"Central",147,"210","ROBBERY","1218 0448 0344 0400",46,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"5TH","SAN JULIAN",34.0446,-118.245,21H 0M 0S,"Tues",21
"94",160215675,2016-08-17,2016-08-16,"09:40",2,"Rampart",218,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 2002 1206 1218 0416",56,"M","H",101,"STREET",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"LEMOYNE","PARK                         ST",34.0776,-118.2594,9H 40M 0S,"Tues",9
"95",160915631,2016-08-16,2016-08-16,"23:35",9,"Van Nuys",943,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344 1822",38,"F","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"14100    AETNA                        ST","",34.1802,-118.44,23H 35M 0S,"Tues",23
"96",161114915,2016-08-17,2016-08-16,"20:55",11,"Northeast",1148,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 1218",23,"M","H",108,"PARKING LOT",207,"OTHER KNIFE","IC","Invest Cont",230,NA,NA,NA,"AVENUE 50","FIGUEROA                     ST",34.1052,-118.2023,20H 55M 0S,"Tues",20
"97",161318013,2016-08-23,2016-08-16,"05:30",13,"Newton",1317,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1218 0431",52,"M","B",102,"SIDEWALK",512,"MACE/PEPPER SPRAY","IC","Invest Cont",230,NA,NA,NA,"14TH                         ST","LONG BEACH",34.026,-118.2412,5H 30M 0S,"Tues",5
"98",161516810,2016-08-19,2016-08-16,"15:00",15,"N Hollywood",1513,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0416 1218 1414 2000",48,"M","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"VANOWEN","LAURELGROVE",34.1966,-118.4061,15H 0M 0S,"Tues",15
"99",162015225,2016-08-16,2016-08-16,"12:10",20,"Olympic",2079,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 2004 1813 1310 2000 0432 0419 0305 0448 0408",23,"F","H",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"PICO                         BL","MAGNOLIA                     AV",34.0473,-118.2865,12H 10M 0S,"Tues",12
"100",160121328,2016-08-17,2016-08-17,"02:40",1,"Central",138,"210","ROBBERY","1218 0344 0400",58,"M","H",102,"SIDEWALK",207,"OTHER KNIFE","IC","Invest Cont",210,NA,NA,NA,"3RD","WALL",34.048,-118.2438,2H 40M 0S,"Wed",2
"101",160121469,2016-08-18,2016-08-17,"14:00",1,"Central",166,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0417 1218",49,"M","H",517,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,14H 0M 0S,"Wed",14
"102",160121704,2016-08-21,2016-08-17,"23:00",1,"Central",146,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",59,"F","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH                          ST","WALL",34.0449,-118.2458,23H 0M 0S,"Wed",23
"103",161421676,2016-08-18,2016-08-17,"18:00",14,"Pacific",1412,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",62,"M","W",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"00    CLUB HOUSE                   AV","",33.9895,-118.4748,18H 0M 0S,"Wed",18
"104",160121417,2016-08-18,2016-08-18,"01:20",1,"Central",146,"210","ROBBERY","0344 1218 0305 0400 2004 0408",49,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"5TH","WALL",34.0449,-118.2458,1H 20M 0S,"Thurs",1
"105",160121425,2016-08-18,2016-08-18,"06:40",1,"Central",156,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0416 1218",30,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6TH                          ST","SAN PEDRO",34.0423,-118.2452,6H 40M 0S,"Thurs",6
"106",160121463,2016-08-18,2016-08-18,"12:30",1,"Central",157,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0334 0430 1100 2004 1218",25,"F","B",102,"SIDEWALK",107,"OTHER FIREARM","IC","Invest Cont",230,NA,NA,NA,"5TH                          ST","TOWNE",34.043,-118.242,12H 30M 0S,"Thurs",12
"107",160121471,2016-08-18,2016-08-18,"14:00",1,"Central",147,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0411 1218 0445 0444 0416 0368 0429",40,"M","H",102,"SIDEWALK",207,"OTHER KNIFE","IC","Invest Cont",230,NA,NA,NA,"5TH                          ST","SAN PEDRO                    ST",34.0442,-118.2439,14H 0M 0S,"Thurs",14
"108",160215796,2016-08-19,2016-08-18,"06:20",2,"Rampart",249,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1813 0416 0305 0429 2004 1218 2000",39,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"7TH","BIXEL",34.0509,-118.2642,6H 20M 0S,"Thurs",6
"109",160216170,2016-08-26,2016-08-18,"00:01",2,"Rampart",212,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",27,"F","B",504,"OTHER RESIDENCE",NA,"","IC","Invest Cont",440,NA,NA,NA,"300 N  MADISON                      AV","",34.0764,-118.2892,1M 0S,"Thurs",0
"110",160319227,2016-08-18,2016-08-18,"05:00",3,"Southwest",393,"341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","1310 0913 0344 1218",38,"M","B",108,"PARKING LOT",NA,"","IC","Invest Cont",341,NA,NA,NA,"4000    LEIMERT                      BL","",34.004,-118.3307,5H 0M 0S,"Thurs",5
"111",161317824,2016-08-18,2016-08-18,"17:00",13,"Newton",1372,"624","BATTERY - SIMPLE ASSAULT","1218 0913 0416 0417 0429",48,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"400 E  58TH                         ST","",33.9899,-118.2674,17H 0M 0S,"Thurs",17
"112",161317863,2016-08-18,2016-08-18,"02:00",13,"Newton",1351,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416 0446 0429 1822",52,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"BROADWAY","MARTIN LUTHER KING JR",34.0111,-118.2784,2H 0M 0S,"Thurs",2
"113",161500985,2016-08-18,2016-08-18,"17:30",15,"N Hollywood",1503,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1402 0411 0421 1218 0913 0342 0416 0447 1414",24,"M","H",154,"TRAIN TRACKS",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",230,998,NA,NA,"SHERMAN","LAUREL CANYON",34.2006,-118.3965,17H 30M 0S,"Thurs",17
"114",161516690,2016-08-18,2016-08-18,"11:00",15,"N Hollywood",1547,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218 2004 0445 1414 0427",50,"M","H",102,"SIDEWALK",301,"BELT FLAILING INSTRUMENT/CHAIN","IC","Invest Cont",230,NA,NA,NA,"BURBANK                      BL","LANKERSHIM                   BL",34.1722,-118.379,11H 0M 0S,"Thurs",11
"115",161612965,2016-08-19,2016-08-18,"23:30",16,"Foothill",1602,"624","BATTERY - SIMPLE ASSAULT","0400 0416 0446 1218",34,"F","B",402,"MARKET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"12700    VAN NUYS                     BL","",34.2816,-118.4073,23H 30M 0S,"Thurs",23
"116",160121541,2016-08-19,2016-08-19,"14:00",1,"Central",152,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",26,"F","W",738,"LIBRARY",NA,"","IC","Invest Cont",440,NA,NA,NA,"600 W  5TH                          ST","",34.0502,-118.254,14H 0M 0S,"Fri",14
"117",160216008,2016-08-22,2016-08-19,"23:30",2,"Rampart",251,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 0377 1218",53,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"LA FAYETTE P                 PL","WILSHIRE",34.0628,-118.2811,23H 30M 0S,"Fri",23
"118",160414021,2016-08-20,2016-08-19,"23:30",4,"Hollenbeck",451,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1218 1814 0345 0416 0429",32,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"1ST                          ST","SOTO                         ST",34.0499,-118.226,23H 30M 0S,"Fri",23
"119",160814709,2016-08-19,2016-08-19,"17:00",8,"West LA",883,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0216 0334 0416 0445 0344 0913 2004 1218",28,"M","O",110,"FREEWAY",309,"BOARD","AA","Adult Arrest",230,998,NA,NA,"11200 W  PICO                         BL","",34.04,-118.4393,17H 0M 0S,"Fri",17
"120",161421764,2016-08-20,2016-08-19,"18:15",14,"Pacific",1431,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 2004 1218",21,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"20TH","SPEEDWAY",33.9847,-118.4713,18H 15M 0S,"Fri",18
"121",161516740,2016-08-19,2016-08-19,"05:00",15,"N Hollywood",1557,"210","ROBBERY","0344 0337 0444 0448 0342 1206 1218",36,"M","W",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"10600    MAGNOLIA                     BL","",34.1649,-118.3615,5H 0M 0S,"Fri",5
"122",161516797,2016-08-19,2016-08-19,"14:45",15,"N Hollywood",1548,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0342 1414 1206 0416",46,"M","H",736,"SKATEBOARD FACILITY/SKATEBOARD PARK*",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"CHANDLER","TUJUNGA",34.1681,-118.379,14H 45M 0S,"Fri",14
"123",161517349,2016-08-26,2016-08-19,"19:30",15,"N Hollywood",1515,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",36,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",440,NA,NA,NA,"6600    LANKERSHIM                   BL","",34.1962,-118.3911,19H 30M 0S,"Fri",19
"124",162015406,2016-08-19,2016-08-19,"22:30",20,"Olympic",2029,"626","INTIMATE PARTNER - SIMPLE ASSAULT","0416 0429 0444 2000 2004 1218",26,"F","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"6TH","LAFAYETTE",34.0652,-118.2878,22H 30M 0S,"Fri",22
"125",160121589,2016-08-20,2016-08-20,"07:25",1,"Central",148,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 2004 0416 0445 1822",51,"M","B",102,"SIDEWALK",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"4TH","CROCKER",34.0449,-118.2415,7H 25M 0S,"Sat",7
"126",160215857,2016-08-20,2016-08-20,"00:50",2,"Rampart",249,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0408 0417 0416 1018 0913 1218 2004",47,"M","O",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"1100 W  6TH                          ST","",34.0541,-118.2621,50M 0S,"Sat",0
"127",161516809,2016-08-20,2016-08-20,"10:30",15,"N Hollywood",1591,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0416 1218 1414",73,"M","W",107,"VACANT LOT",308,"STICK","AO","Adult Other",230,NA,NA,NA,"3100    LAUREL CANYON                BL","",34.1325,-118.3974,10H 30M 0S,"Sat",10
"128",160121678,2016-08-21,2016-08-21,"22:35",1,"Central",156,"624","BATTERY - SIMPLE ASSAULT","1206 1218 2004 0416 0429",55,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500 S  SAN PEDRO                    ST","",34.0437,-118.2455,22H 35M 0S,"Sun",22
"129",160215936,2016-08-21,2016-08-21,"18:40",2,"Rampart",231,"210","ROBBERY","1202 0345 1218 0416 0344",62,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"BEVERLY                      BL","VENDOME                      ST",34.0719,-118.2822,18H 40M 0S,"Sun",18
"130",160319445,2016-08-21,2016-08-21,"03:00",3,"Southwest",351,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1821 0416 0408 1218 2004 0500 0401",36,"F","B",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"5000    RODEO                        RD","",34.023,-118.351,3H 0M 0S,"Sun",3
"131",161421954,2016-08-21,2016-08-21,"16:35",14,"Pacific",1413,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1218 1402 0400",26,"M","A",102,"SIDEWALK",207,"OTHER KNIFE","IC","Invest Cont",230,998,NA,NA,"3RD                          ST","ROSE                         AV",33.997,-118.4761,16H 35M 0S,"Sun",16
"132",161516866,2016-08-21,2016-08-21,"16:40",15,"N Hollywood",1567,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2004 1218 2000 0447",49,"F","W",108,"PARKING LOT",212,"BOTTLE","AO","Adult Other",236,NA,NA,NA,"LANKERSHIM","RIVERSIDE",34.1523,-118.3664,16H 40M 0S,"Sun",16
"133",162015463,2016-08-21,2016-08-21,"14:30",20,"Olympic",2029,"350","THEFT, PERSON","1814 0417 0421 0432 0344 0401 2000 0416 2004 1218",28,"M","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",350,626,998,NA,"600 S  LA FAYETTE PARK              PL","",34.0652,-118.2878,14H 30M 0S,"Sun",14
"134",160121722,2016-08-22,2016-08-22,"02:00",1,"Central",153,"210","ROBBERY","1218 2004 0344 0334 1019 1822 0321 0337",51,"M","B",101,"STREET",113,"SIMULATED GUN","IC","Invest Cont",210,NA,NA,NA,"600 S  BROADWAY","",34.0467,-118.252,2H 0M 0S,"Mon",2
"135",160121755,2016-08-22,2016-08-22,"05:00",1,"Central",143,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",53,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH","BROADWAY",34.0481,-118.2507,5H 0M 0S,"Mon",5
"136",160121798,2016-08-22,2016-08-22,"17:30",1,"Central",157,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1402 0411 1019 1218",67,"M","B",102,"SIDEWALK",207,"OTHER KNIFE","AA","Adult Arrest",230,998,NA,NA,"6TH","TOWNE",34.0408,-118.2428,17H 30M 0S,"Mon",17
"137",160121877,2016-08-23,2016-08-22,"23:00",1,"Central",166,"210","ROBBERY","1218 0444 0429 0344",54,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"7TH                          ST","SAN JULIAN",34.0407,-118.2468,23H 0M 0S,"Mon",23
"138",160414122,2016-08-22,2016-08-22,"20:15",4,"Hollenbeck",438,"946","OTHER MISCELLANEOUS CRIME","1258 1218",24,"F","H",101,"STREET",NA,"","IC","Invest Cont",946,NA,NA,NA,"5100    ALHAMBRA                     AV","",34.0715,-118.1748,20H 15M 0S,"Mon",20
"139",160414123,2016-08-22,2016-08-22,"20:15",4,"Hollenbeck",438,"946","OTHER MISCELLANEOUS CRIME","1257 1218",NA,"F","H",101,"STREET",NA,"","IC","Invest Cont",946,NA,NA,NA,"5100    ALHAMBRA                     AV","",34.0715,-118.1748,20H 15M 0S,"Mon",20
"140",162015485,2016-08-22,2016-08-22,"01:20",20,"Olympic",2069,"210","ROBBERY","0342 0344 0355 0432 1313 1218 0906",60,"M","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",210,NA,NA,NA,"MENLO                        AV","OLYMPIC                      BL",34.0524,-118.2907,1H 20M 0S,"Mon",1
"141",160121814,2016-08-23,2016-08-23,"00:05",1,"Central",147,"624","BATTERY - SIMPLE ASSAULT","1218 2004 0416 0305",33,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",624,NA,NA,NA,"400 E  5TH                          ST","",34.0453,-118.2443,5M 0S,"Tues",0
"142",160121869,2016-08-23,2016-08-23,"21:50",1,"Central",147,"624","BATTERY - SIMPLE ASSAULT","2004 1218 0416",66,"M","H",517,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"300 E  5TH                          ST","",34.0453,-118.2443,21H 50M 0S,"Tues",21
"143",160121887,2016-08-23,2016-08-23,"19:30",1,"Central",138,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416",51,"F","W",101,"STREET",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"4TH                          ST","CROCKER",34.0449,-118.2415,19H 30M 0S,"Tues",19
"144",160216036,2016-08-24,2016-08-23,"23:15",2,"Rampart",245,"210","ROBBERY","0369 0355 0416 0334 0312 0449 0302 0344 0432 1218",22,"M","H",109,"PARK/PLAYGROUND",102,"HAND GUN","IC","Invest Cont",210,NA,NA,NA,"7TH                          ST","ALVARADO",34.0565,-118.2768,23H 15M 0S,"Tues",23
"145",160319545,2016-08-23,2016-08-23,"00:01",3,"Southwest",359,"350","THEFT, PERSON","1202 0400 1822 1218",77,"F","W",101,"STREET",NA,"","IC","Invest Cont",350,NA,NA,NA,"3900 S  FLOWER                       ST","",34.0199,-118.2797,1M 0S,"Tues",0
"146",160514840,2016-08-23,2016-08-23,"10:50",5,"Harbor",526,"210","ROBBERY","0305 0416 0344 1202 0429 1218",69,"F","H",101,"STREET",304,"CLUB/BAT","IC","Invest Cont",210,NA,NA,NA,"I","AVALON",33.7812,-118.2625,10H 50M 0S,"Tues",10
"147",161115256,2016-08-23,2016-08-23,"15:50",11,"Northeast",1115,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 1300 1218 0416 0444 0432 1276 1310",22,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,NA,NA,NA,"2000    CHICKASAW                    AV","",34.1372,-118.2118,15H 50M 0S,"Tues",15
"148",161115257,2016-08-23,2016-08-23,"15:50",11,"Northeast",1115,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 1300 1218 0432 0416 0444 1310 1276",40,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,NA,NA,NA,"2000    CHICKASAW                    AV","",34.1372,-118.2118,15H 50M 0S,"Tues",15
